movimento_id,data,produto_id,tipo,quantidade,quantidade_efetiva,preco_unitario,preco_total,fornecedor,estoque_afetado,motivo
15446,2026-04-16,2,consumo,0.12,-0.12,,,,aberto,
15447,2026-04-16,4,consumo,0.006,-0.006,,,,aberto,
15448,2026-04-16,8,consumo,1.0,-1.0,,,,aberto,
15449,2026-04-16,7,consumo,0.3,-0.3,,,,aberto,
15450,2026-04-16,4,consumo,0.03,-0.03,,,,aberto,
15451,2026-04-16,9,consumo,2.0,-2.0,,,,aberto,
15452,2026-04-16,10,consumo,2.0,-2.0,,,,aberto,
15453,2026-04-16,11,consumo,2.0,-2.0,,,,aberto,
15454,2026-04-16,13,consumo,1.0,-1.0,,,,aberto,
15455,2026-04-16,20,consumo,1.0,-1.0,,,,aberto,
15456,2026-04-16,1,consumo,0.01,-0.01,,,,aberto,
15457,2026-04-16,2,consumo,0.12,-0.12,,,,aberto,
15458,2026-04-16,4,consumo,0.006,-0.006,,,,aberto,
15459,2026-04-16,8,consumo,1.0,-1.0,,,,aberto,
15460,2026-04-16,19,consumo,1.0,-1.0,,,,aberto,
15461,2026-04-16,1,consumo,0.008,-0.008,,,,aberto,
15462,2026-04-16,8,consumo,1.0,-1.0,,,,aberto,
15463,2026-04-16,1,consumo,0.008,-0.008,,,,aberto,
15464,2026-04-16,8,consumo,1.0,-1.0,,,,aberto,
15465,2026-04-16,1,consumo,0.024,-0.024,,,,aberto,
15466,2026-04-16,2,consumo,0.3,-0.3,,,,aberto,
15467,2026-04-16,5,consumo,0.01,-0.01,,,,aberto,
15468,2026-04-16,8,consumo,2.0,-2.0,,,,aberto,
15469,2026-04-16,15,consumo,2.0,-2.0,,,,aberto,
15470,2026-04-16,1,consumo,0.008,-0.008,,,,aberto,
15471,2026-04-16,8,consumo,1.0,-1.0,,,,aberto,
15472,2026-04-17,17,perda,1.0,-1.0,,,,aberto,Vencimento - produto fora do prazo de validade
15473,2026-04-17,7,abertura,1.0,-1.0,,,,,
15474,2026-04-17,15,abertura,15.0,-15.0,,,,,
15475,2026-04-17,16,abertura,12.0,-12.0,,,,,
15476,2026-04-17,17,entrada,13.0,13.0,6.11,79.43,Doceria Doce Encanto,,
15477,2026-04-17,17,abertura,8.0,-8.0,,,,,
15478,2026-04-17,18,entrada,13.0,13.0,3.99,51.87,Doceria Doce Encanto,,
15479,2026-04-17,18,abertura,8.0,-8.0,,,,,
15480,2026-04-17,7,consumo,0.3,-0.3,,,,aberto,
15481,2026-04-17,4,consumo,0.03,-0.03,,,,aberto,
15482,2026-04-17,9,consumo,2.0,-2.0,,,,aberto,
15483,2026-04-17,10,consumo,2.0,-2.0,,,,aberto,
15484,2026-04-17,11,consumo,2.0,-2.0,,,,aberto,
15485,2026-04-17,17,consumo,1.0,-1.0,,,,aberto,
15486,2026-04-17,1,consumo,0.008,-0.008,,,,aberto,
15487,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15488,2026-04-17,15,consumo,1.0,-1.0,,,,aberto,
15489,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15490,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15491,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15492,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15493,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15494,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15495,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15496,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15497,2026-04-17,16,consumo,1.0,-1.0,,,,aberto,
15498,2026-04-17,18,consumo,1.0,-1.0,,,,aberto,
15499,2026-04-17,1,consumo,0.008,-0.008,,,,aberto,
15500,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15501,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15502,2026-04-17,2,consumo,0.1,-0.1,,,,aberto,
15503,2026-04-17,4,consumo,0.01,-0.01,,,,aberto,
15504,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15505,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15506,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15507,2026-04-17,1,consumo,0.02,-0.02,,,,aberto,
15508,2026-04-17,2,consumo,0.24,-0.24,,,,aberto,
15509,2026-04-17,5,consumo,0.04,-0.04,,,,aberto,
15510,2026-04-17,9,consumo,2.0,-2.0,,,,aberto,
15511,2026-04-17,10,consumo,2.0,-2.0,,,,aberto,
15512,2026-04-17,11,consumo,2.0,-2.0,,,,aberto,
15513,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15514,2026-04-17,2,consumo,0.1,-0.1,,,,aberto,
15515,2026-04-17,4,consumo,0.01,-0.01,,,,aberto,
15516,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15517,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15518,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15519,2026-04-17,7,consumo,0.05,-0.05,,,,aberto,
15520,2026-04-17,7,consumo,0.1,-0.1,,,,aberto,
15521,2026-04-17,4,consumo,0.015,-0.015,,,,aberto,
15522,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15523,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15524,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15525,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15526,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15527,2026-04-17,4,consumo,0.006,-0.006,,,,aberto,
15528,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15529,2026-04-17,16,consumo,1.0,-1.0,,,,aberto,
15530,2026-04-17,1,consumo,0.008,-0.008,,,,aberto,
15531,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15532,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15533,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15534,2026-04-17,4,consumo,0.006,-0.006,,,,aberto,
15535,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15536,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15537,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15538,2026-04-17,4,consumo,0.006,-0.006,,,,aberto,
15539,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15540,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15541,2026-04-17,2,consumo,0.1,-0.1,,,,aberto,
15542,2026-04-17,4,consumo,0.01,-0.01,,,,aberto,
15543,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15544,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15545,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15546,2026-04-17,2,abertura,2.0,-2.0,,,,,
15547,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15548,2026-04-17,2,consumo,0.083,-0.083,,,,aberto,
15549,2026-04-17,2,consumo,0.037,-0.037,,,,aberto,
15550,2026-04-17,5,consumo,0.02,-0.02,,,,aberto,
15551,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15552,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15553,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15554,2026-04-17,15,consumo,1.0,-1.0,,,,aberto,
15555,2026-04-17,15,consumo,1.0,-1.0,,,,aberto,
15556,2026-04-17,7,consumo,0.15,-0.15,,,,aberto,
15557,2026-04-17,4,consumo,0.015,-0.015,,,,aberto,
15558,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15559,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15560,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15561,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15562,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15563,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15564,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15565,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15566,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15567,2026-04-17,5,consumo,0.02,-0.02,,,,aberto,
15568,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15569,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15570,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15571,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15572,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15573,2026-04-17,5,consumo,0.02,-0.02,,,,aberto,
15574,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15575,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15576,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15577,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15578,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15579,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15580,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15581,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15582,2026-04-17,2,consumo,0.1,-0.1,,,,aberto,
15583,2026-04-17,4,consumo,0.01,-0.01,,,,aberto,
15584,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15585,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15586,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15587,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15588,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15589,2026-04-17,5,consumo,0.02,-0.02,,,,aberto,
15590,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15591,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15592,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15593,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15594,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15595,2026-04-17,4,consumo,0.006,-0.006,,,,aberto,
15596,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15597,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15598,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15599,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15600,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15601,2026-04-17,16,consumo,1.0,-1.0,,,,aberto,
15602,2026-04-17,1,consumo,0.024,-0.024,,,,aberto,
15603,2026-04-17,2,consumo,0.3,-0.3,,,,aberto,
15604,2026-04-17,5,consumo,0.01,-0.01,,,,aberto,
15605,2026-04-17,8,consumo,2.0,-2.0,,,,aberto,
15606,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15607,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15608,2026-04-17,4,consumo,0.006,-0.006,,,,aberto,
15609,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15610,2026-04-17,7,consumo,0.15,-0.15,,,,aberto,
15611,2026-04-17,4,consumo,0.015,-0.015,,,,aberto,
15612,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15613,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15614,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15615,2026-04-17,7,consumo,0.15,-0.15,,,,aberto,
15616,2026-04-17,4,consumo,0.015,-0.015,,,,aberto,
15617,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15618,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15619,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15620,2026-04-17,20,consumo,2.0,-2.0,,,,aberto,
15621,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15622,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15623,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15624,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15625,2026-04-17,13,consumo,1.0,-1.0,,,,aberto,
15626,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15627,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15628,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15629,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15630,2026-04-17,20,consumo,1.0,-1.0,,,,aberto,
15631,2026-04-17,19,consumo,1.0,-1.0,,,,aberto,
15632,2026-04-17,20,consumo,1.0,-1.0,,,,aberto,
15633,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15634,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15635,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15636,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15637,2026-04-17,2,abertura,2.0,-2.0,,,,,
15638,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15639,2026-04-17,2,consumo,0.063,-0.063,,,,aberto,
15640,2026-04-17,2,consumo,0.087,-0.087,,,,aberto,
15641,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15642,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15643,2026-04-17,1,consumo,0.008,-0.008,,,,aberto,
15644,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15645,2026-04-17,14,consumo,1.0,-1.0,,,,aberto,
15646,2026-04-17,18,consumo,1.0,-1.0,,,,aberto,
15647,2026-04-17,6,consumo,0.006,-0.006,,,,aberto,
15648,2026-04-17,3,consumo,0.15,-0.15,,,,aberto,
15649,2026-04-17,4,consumo,0.008,-0.008,,,,aberto,
15650,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15651,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15652,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15653,2026-04-17,18,consumo,1.0,-1.0,,,,aberto,
15654,2026-04-17,18,consumo,1.0,-1.0,,,,aberto,
15655,2026-04-17,13,consumo,1.0,-1.0,,,,aberto,
15656,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15657,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15658,2026-04-17,5,consumo,0.02,-0.02,,,,aberto,
15659,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15660,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15661,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15662,2026-04-17,13,consumo,1.0,-1.0,,,,aberto,
15663,2026-04-17,7,consumo,0.15,-0.15,,,,aberto,
15664,2026-04-17,4,consumo,0.015,-0.015,,,,aberto,
15665,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15666,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15667,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15668,2026-04-17,20,consumo,1.0,-1.0,,,,aberto,
15669,2026-04-17,1,consumo,0.02,-0.02,,,,aberto,
15670,2026-04-17,2,consumo,0.2,-0.2,,,,aberto,
15671,2026-04-17,4,consumo,0.02,-0.02,,,,aberto,
15672,2026-04-17,9,consumo,2.0,-2.0,,,,aberto,
15673,2026-04-17,10,consumo,2.0,-2.0,,,,aberto,
15674,2026-04-17,11,consumo,2.0,-2.0,,,,aberto,
15675,2026-04-17,19,consumo,2.0,-2.0,,,,aberto,
15676,2026-04-17,1,consumo,0.008,-0.008,,,,aberto,
15677,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15678,2026-04-17,1,consumo,0.012,-0.012,,,,aberto,
15679,2026-04-17,2,consumo,0.15,-0.15,,,,aberto,
15680,2026-04-17,5,consumo,0.005,-0.005,,,,aberto,
15681,2026-04-17,8,consumo,1.0,-1.0,,,,aberto,
15682,2026-04-17,17,consumo,2.0,-2.0,,,,aberto,
15683,2026-04-17,1,consumo,0.01,-0.01,,,,aberto,
15684,2026-04-17,2,consumo,0.12,-0.12,,,,aberto,
15685,2026-04-17,5,consumo,0.02,-0.02,,,,aberto,
15686,2026-04-17,9,consumo,1.0,-1.0,,,,aberto,
15687,2026-04-17,10,consumo,1.0,-1.0,,,,aberto,
15688,2026-04-17,11,consumo,1.0,-1.0,,,,aberto,
15689,2026-04-17,14,consumo,1.0,-1.0,,,,aberto,
15690,2026-04-18,3,abertura,1.0,-1.0,,,,,
15691,2026-04-18,4,entrada,10.0,10.0,5.12,51.2,Atacadão Distribuidora,,
15692,2026-04-18,4,abertura,2.0,-2.0,,,,,
15693,2026-04-18,7,entrada,6.0,6.0,18.16,108.96,Frutas do Vale Congelados,,
15694,2026-04-18,7,abertura,1.0,-1.0,,,,,
15695,2026-04-18,10,abertura,150.0,-150.0,,,,,
15696,2026-04-18,19,abertura,24.0,-24.0,,,,,
15697,2026-04-18,14,consumo,1.0,-1.0,,,,aberto,
15698,2026-04-18,15,consumo,2.0,-2.0,,,,aberto,
15699,2026-04-18,1,consumo,0.008,-0.008,,,,aberto,
15700,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15701,2026-04-18,7,consumo,0.3,-0.3,,,,aberto,
15702,2026-04-18,4,consumo,0.03,-0.03,,,,aberto,
15703,2026-04-18,9,consumo,2.0,-2.0,,,,aberto,
15704,2026-04-18,10,consumo,2.0,-2.0,,,,aberto,
15705,2026-04-18,11,consumo,2.0,-2.0,,,,aberto,
15706,2026-04-18,18,consumo,1.0,-1.0,,,,aberto,
15707,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15708,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15709,2026-04-18,4,consumo,0.006,-0.006,,,,aberto,
15710,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15711,2026-04-18,19,consumo,1.0,-1.0,,,,aberto,
15712,2026-04-18,20,consumo,2.0,-2.0,,,,aberto,
15713,2026-04-18,18,consumo,1.0,-1.0,,,,aberto,
15714,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15715,2026-04-18,14,consumo,1.0,-1.0,,,,aberto,
15716,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15717,2026-04-18,16,consumo,1.0,-1.0,,,,aberto,
15718,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15719,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15720,2026-04-18,5,consumo,0.02,-0.02,,,,aberto,
15721,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15722,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15723,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15724,2026-04-18,1,consumo,0.012,-0.012,,,,aberto,
15725,2026-04-18,2,consumo,0.15,-0.15,,,,aberto,
15726,2026-04-18,5,consumo,0.005,-0.005,,,,aberto,
15727,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15728,2026-04-18,18,consumo,1.0,-1.0,,,,aberto,
15729,2026-04-18,14,consumo,2.0,-2.0,,,,aberto,
15730,2026-04-18,16,consumo,1.0,-1.0,,,,aberto,
15731,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15732,2026-04-18,2,consumo,0.1,-0.1,,,,aberto,
15733,2026-04-18,4,consumo,0.01,-0.01,,,,aberto,
15734,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15735,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15736,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15737,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15738,2026-04-18,13,consumo,2.0,-2.0,,,,aberto,
15739,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15740,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15741,2026-04-18,4,consumo,0.006,-0.006,,,,aberto,
15742,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15743,2026-04-18,19,consumo,1.0,-1.0,,,,aberto,
15744,2026-04-18,1,consumo,0.02,-0.02,,,,aberto,
15745,2026-04-18,2,consumo,0.24,-0.24,,,,aberto,
15746,2026-04-18,4,consumo,0.012,-0.012,,,,aberto,
15747,2026-04-18,8,consumo,2.0,-2.0,,,,aberto,
15748,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15749,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15750,2026-04-18,4,consumo,0.006,-0.006,,,,aberto,
15751,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15752,2026-04-18,18,consumo,1.0,-1.0,,,,aberto,
15753,2026-04-18,20,consumo,1.0,-1.0,,,,aberto,
15754,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15755,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15756,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15757,2026-04-18,4,consumo,0.006,-0.006,,,,aberto,
15758,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15759,2026-04-18,14,consumo,1.0,-1.0,,,,aberto,
15760,2026-04-18,15,consumo,2.0,-2.0,,,,aberto,
15761,2026-04-18,1,consumo,0.012,-0.012,,,,aberto,
15762,2026-04-18,2,consumo,0.15,-0.15,,,,aberto,
15763,2026-04-18,5,consumo,0.005,-0.005,,,,aberto,
15764,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15765,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15766,2026-04-18,2,abertura,2.0,-2.0,,,,,
15767,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15768,2026-04-18,2,consumo,0.083,-0.083,,,,aberto,
15769,2026-04-18,2,consumo,0.037,-0.037,,,,aberto,
15770,2026-04-18,4,consumo,0.006,-0.006,,,,aberto,
15771,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15772,2026-04-18,14,consumo,1.0,-1.0,,,,aberto,
15773,2026-04-18,1,consumo,0.008,-0.008,,,,aberto,
15774,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15775,2026-04-18,18,abertura,8.0,-8.0,,,,,
15776,2026-04-18,18,consumo,1.0,-1.0,,,,aberto,
15777,2026-04-18,16,consumo,1.0,-1.0,,,,aberto,
15778,2026-04-18,20,consumo,1.0,-1.0,,,,aberto,
15779,2026-04-18,20,consumo,1.0,-1.0,,,,aberto,
15780,2026-04-18,16,consumo,1.0,-1.0,,,,aberto,
15781,2026-04-18,17,consumo,1.0,-1.0,,,,aberto,
15782,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15783,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15784,2026-04-18,4,consumo,0.006,-0.006,,,,aberto,
15785,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15786,2026-04-18,20,consumo,1.0,-1.0,,,,aberto,
15787,2026-04-18,1,consumo,0.012,-0.012,,,,aberto,
15788,2026-04-18,2,consumo,0.15,-0.15,,,,aberto,
15789,2026-04-18,5,consumo,0.005,-0.005,,,,aberto,
15790,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15791,2026-04-18,20,consumo,1.0,-1.0,,,,aberto,
15792,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15793,2026-04-18,17,consumo,1.0,-1.0,,,,aberto,
15794,2026-04-18,15,consumo,1.0,-1.0,,,,aberto,
15795,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15796,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15797,2026-04-18,5,consumo,0.02,-0.02,,,,aberto,
15798,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15799,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15800,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15801,2026-04-18,20,consumo,1.0,-1.0,,,,aberto,
15802,2026-04-18,19,consumo,1.0,-1.0,,,,aberto,
15803,2026-04-18,15,consumo,1.0,-1.0,,,,aberto,
15804,2026-04-18,1,consumo,0.024,-0.024,,,,aberto,
15805,2026-04-18,2,consumo,0.3,-0.3,,,,aberto,
15806,2026-04-18,5,consumo,0.01,-0.01,,,,aberto,
15807,2026-04-18,8,consumo,2.0,-2.0,,,,aberto,
15808,2026-04-18,6,consumo,0.006,-0.006,,,,aberto,
15809,2026-04-18,3,consumo,0.15,-0.15,,,,aberto,
15810,2026-04-18,4,consumo,0.008,-0.008,,,,aberto,
15811,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15812,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15813,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15814,2026-04-18,14,consumo,2.0,-2.0,,,,aberto,
15815,2026-04-18,19,consumo,1.0,-1.0,,,,aberto,
15816,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15817,2026-04-18,20,consumo,2.0,-2.0,,,,aberto,
15818,2026-04-18,18,consumo,1.0,-1.0,,,,aberto,
15819,2026-04-18,1,consumo,0.008,-0.008,,,,aberto,
15820,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15821,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15822,2026-04-18,1,consumo,0.008,-0.008,,,,aberto,
15823,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15824,2026-04-18,17,consumo,1.0,-1.0,,,,aberto,
15825,2026-04-18,1,consumo,0.012,-0.012,,,,aberto,
15826,2026-04-18,2,consumo,0.15,-0.15,,,,aberto,
15827,2026-04-18,5,consumo,0.005,-0.005,,,,aberto,
15828,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15829,2026-04-18,1,consumo,0.008,-0.008,,,,aberto,
15830,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15831,2026-04-18,1,consumo,0.008,-0.008,,,,aberto,
15832,2026-04-18,8,consumo,1.0,-1.0,,,,aberto,
15833,2026-04-18,16,consumo,1.0,-1.0,,,,aberto,
15834,2026-04-18,14,consumo,1.0,-1.0,,,,aberto,
15835,2026-04-18,6,consumo,0.012,-0.012,,,,aberto,
15836,2026-04-18,3,consumo,0.042,-0.042,,,,aberto,
15837,2026-04-18,3,consumo,0.258,-0.258,,,,aberto,
15838,2026-04-18,4,consumo,0.016,-0.016,,,,aberto,
15839,2026-04-18,9,consumo,2.0,-2.0,,,,aberto,
15840,2026-04-18,10,consumo,2.0,-2.0,,,,aberto,
15841,2026-04-18,11,consumo,2.0,-2.0,,,,aberto,
15842,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15843,2026-04-18,2,consumo,0.1,-0.1,,,,aberto,
15844,2026-04-18,4,consumo,0.01,-0.01,,,,aberto,
15845,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15846,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15847,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15848,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15849,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15850,2026-04-18,5,consumo,0.02,-0.02,,,,aberto,
15851,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15852,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15853,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15854,2026-04-18,1,consumo,0.024,-0.024,,,,aberto,
15855,2026-04-18,2,consumo,0.3,-0.3,,,,aberto,
15856,2026-04-18,5,consumo,0.01,-0.01,,,,aberto,
15857,2026-04-18,8,consumo,2.0,-2.0,,,,aberto,
15858,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15859,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
15860,2026-04-18,5,consumo,0.02,-0.02,,,,aberto,
15861,2026-04-18,9,consumo,1.0,-1.0,,,,aberto,
15862,2026-04-18,10,consumo,1.0,-1.0,,,,aberto,
15863,2026-04-18,11,consumo,1.0,-1.0,,,,aberto,
15864,2026-04-18,13,consumo,1.0,-1.0,,,,aberto,
15865,2026-04-18,1,consumo,0.01,-0.01,,,,aberto,
15866,2026-04-18,2,consumo,0.12,-0.12,,,,aberto,
